Serial_Num (N/A),Season (Year),Num (#),Basin (BB),Sub_basin (BB),Name (N/A),ISO_time (YYYY-MM-DD HH:MM:SS),Nature (N/A),Latitude (deg_north),Longitude (deg_east),Wind(WMO) (kt),Pres(WMO) (mb),Center (N/A),Wind(WMO) Percentile (%),Pres(WMO) Percentile (%),Track_type (N/A)
1980199N31284,1980,1, NA, MM,UNNAMED,7/17/1980 0:00, TS,30.5,-76.5,20,0,atcf,0.857,-100,main
1980199N31284,1980,1, NA, MM,UNNAMED,7/17/1980 6:00, TS,30.2,-77.2,25,0,atcf,4.702,-100,main
1980199N31284,1980,1, NA, MM,UNNAMED,7/17/1980 12:00, TS,30,-78,25,0,atcf,4.702,-100,main
1980199N31284,1980,1, NA, MM,UNNAMED,7/17/1980 18:00, TS,29.9,-79.3,25,0,atcf,4.702,-100,main
1980199N31284,1980,1, NA, MM,UNNAMED,7/18/1980 0:00, TS,29.8,-80.2,25,0,atcf,4.702,-100,main
1980199N31284,1980,1, NA, MM,UNNAMED,7/18/1980 6:00, TS,29.5,-81.1,25,0,atcf,4.702,-100,main
1980199N31284,1980,1, NA, MM,UNNAMED,7/18/1980 12:00, TS,29.5,-82,20,0,atcf,0.857,-100,main
1980199N31284,1980,1, NA, MM,UNNAMED,7/18/1980 18:00, TS,29.4,-83,20,0,atcf,0.857,-100,main
1980199N31284,1980,1, NA, MM,UNNAMED,7/19/1980 0:00, TS,29.4,-84,20,0,atcf,0.857,-100,main
1980199N31284,1980,1, NA, MM,UNNAMED,7/19/1980 6:00, TS,29.5,-84.7,20,0,atcf,0.857,-100,main
1980199N31284,1980,1, NA, MM,UNNAMED,7/19/1980 12:00, TS,29.6,-85.8,25,0,atcf,4.702,-100,main
1980199N31284,1980,1, NA, MM,UNNAMED,7/19/1980 18:00, TS,29.7,-86.4,25,0,atcf,4.702,-100,main
1980199N31284,1980,1, NA, MM,UNNAMED,7/20/1980 0:00, TS,29.8,-87,25,0,atcf,4.702,-100,main
1980199N31284,1980,1, NA, MM,UNNAMED,7/20/1980 6:00, TS,29.9,-87.8,25,0,atcf,4.702,-100,main
1980199N31284,1980,1, NA, MM,UNNAMED,7/20/1980 12:00, TS,30,-88.5,25,0,atcf,4.702,-100,main
1980199N31284,1980,1, NA, MM,UNNAMED,7/20/1980 18:00, TS,30.4,-89.2,20,0,atcf,0.857,-100,main
1980199N31284,1980,1, NA, MM,UNNAMED,7/21/1980 0:00, TS,30.8,-90,0,0,atcf,-100,-100,main
1980200N25270,1980,2, NA, MM,UNNAMED,7/17/1980 12:00, TS,25,-90,20,0,atcf,0.857,-100,main
1980200N25270,1980,2, NA, MM,UNNAMED,7/17/1980 18:00, TS,25.2,-90.4,25,0,atcf,4.702,-100,main
1980200N25270,1980,2, NA, MM,UNNAMED,7/18/1980 0:00, TS,25.4,-90.9,25,0,atcf,4.702,-100,main
1980200N25270,1980,2, NA, MM,UNNAMED,7/18/1980 6:00, TS,25.7,-91.2,30,0,atcf,17.062,-100,main
1980200N25270,1980,2, NA, MM,UNNAMED,7/18/1980 12:00, TS,26,-91.8,30,0,atcf,17.062,-100,main
1980200N25270,1980,2, NA, MM,UNNAMED,7/18/1980 18:00, TS,26.2,-92.1,30,0,atcf,17.062,-100,main
1980200N25270,1980,2, NA, MM,UNNAMED,7/19/1980 0:00, TS,26.4,-92.7,30,0,atcf,17.062,-100,main
1980200N25270,1980,2, NA, MM,UNNAMED,7/19/1980 6:00, TS,26.8,-93,30,0,atcf,17.062,-100,main
1980200N25270,1980,2, NA, MM,UNNAMED,7/19/1980 12:00, TS,27,-93.5,30,0,atcf,17.062,-100,main
1980200N25270,1980,2, NA, MM,UNNAMED,7/19/1980 18:00, TS,27.4,-94,30,0,atcf,17.062,-100,main
1980200N25270,1980,2, NA, MM,UNNAMED,7/20/1980 0:00, TS,27.8,-94.5,30,0,atcf,17.062,-100,main
1980200N25270,1980,2, NA, MM,UNNAMED,7/20/1980 6:00, TS,28,-94.9,30,0,atcf,17.062,-100,main
1980200N25270,1980,2, NA, MM,UNNAMED,7/20/1980 12:00, TS,28.5,-95.2,30,0,atcf,17.062,-100,main
1980200N25270,1980,2, NA, MM,UNNAMED,7/20/1980 18:00, TS,29,-95.7,25,0,atcf,4.702,-100,main
1980200N25270,1980,2, NA, MM,UNNAMED,7/21/1980 0:00, TS,29.5,-95.7,25,0,atcf,4.702,-100,main
1980200N25270,1980,2, NA, MM,UNNAMED,7/21/1980 6:00, TS,30,-95.5,25,0,atcf,4.702,-100,main
1980200N25270,1980,2, NA, MM,UNNAMED,7/21/1980 12:00, TS,30.5,-95,0,0,atcf,-100,-100,main
1980204N23287,1980,3, NA, MM,UNNAMED,7/22/1980 0:00, TS,23.2,-73.5,20,0,atcf,0.857,-100,main
1980204N23287,1980,3, NA, MM,UNNAMED,7/22/1980 6:00, TS,24,-74.5,25,0,atcf,4.702,-100,main
1980204N23287,1980,3, NA, MM,UNNAMED,7/22/1980 12:00, TS,25.1,-75.4,25,0,atcf,4.702,-100,main
1980204N23287,1980,3, NA, MM,UNNAMED,7/22/1980 18:00, TS,26.2,-76.2,30,0,atcf,17.062,-100,main
1980204N23287,1980,3, NA, MM,UNNAMED,7/23/1980 0:00, TS,27,-76.8,30,0,atcf,17.062,-100,main
1980204N23287,1980,3, NA, MM,UNNAMED,7/23/1980 6:00, TS,28.2,-77.4,30,0,atcf,17.062,-100,main
1980204N23287,1980,3, NA, MM,UNNAMED,7/23/1980 12:00, TS,29.3,-77.8,30,0,atcf,17.062,-100,main
1980204N23287,1980,3, NA, MM,UNNAMED,7/23/1980 18:00, TS,30.8,-77.7,30,0,atcf,17.062,-100,main
1980204N23287,1980,3, NA, MM,UNNAMED,7/24/1980 0:00, TS,31.8,-77.4,30,0,atcf,17.062,-100,main
1980204N23287,1980,3, NA, MM,UNNAMED,7/24/1980 6:00, TS,33,-76.8,30,0,atcf,17.062,-100,main
1980204N23287,1980,3, NA, MM,UNNAMED,7/24/1980 12:00, TS,34,-75.8,30,0,atcf,17.062,-100,main
1980204N23287,1980,3, NA, MM,UNNAMED,7/24/1980 18:00, TS,35.1,-73.9,25,0,atcf,4.702,-100,main
1980204N23287,1980,3, NA, MM,UNNAMED,7/25/1980 0:00, TS,36,-72,25,0,atcf,4.702,-100,main
1980204N23287,1980,3, NA, MM,UNNAMED,7/25/1980 6:00, TS,36.5,-70,25,0,atcf,4.702,-100,main
1980204N23287,1980,3, NA, MM,UNNAMED,7/25/1980 12:00, TS,37,-68.2,25,0,atcf,4.702,-100,main
1980204N23287,1980,3, NA, MM,UNNAMED,7/25/1980 18:00, TS,37.2,-66,20,0,atcf,0.857,-100,main
1980204N23287,1980,3, NA, MM,UNNAMED,7/26/1980 0:00, TS,37.6,-64,20,0,atcf,0.857,-100,main
1980214N11330,1980,4, NA, MM,ALLEN,7/31/1980 12:00, NR,11,-30,25,0,atcf,4.702,-100,main
1980214N11330,1980,4, NA, MM,ALLEN,7/31/1980 18:00, NR,10.9,-32.2,25,0,atcf,4.702,-100,main
1980214N11330,1980,4, NA, MM,ALLEN,8/1/1980 0:00, TS,10.8,-34.3,30,1010,atcf,17.062,5.605,main
1980214N11330,1980,4, NA, MM,ALLEN,8/1/1980 6:00, TS,10.7,-36.4,30,1009,atcf,17.062,9.96,main
1980214N11330,1980,4, NA, MM,ALLEN,8/1/1980 12:00, TS,10.7,-38.6,30,1008,atcf,17.062,16.249,main
1980214N11330,1980,4, NA, MM,ALLEN,8/1/1980 18:00, TS,10.7,-40.7,30,1006,atcf,17.062,26.65,main
1980214N11330,1980,4, NA, MM,ALLEN,8/2/1980 0:00, TS,11,-42.8,35,1005,atcf,32.179,31.62,main
1980214N11330,1980,4, NA, MM,ALLEN,8/2/1980 6:00, TS,11.4,-44.8,45,1000,atcf,49.669,49.967,main
1980214N11330,1980,4, NA, MM,ALLEN,8/2/1980 12:00, TS,11.9,-46.9,55,995,atcf,63.594,62.326,main
1980214N11330,1980,4, NA, MM,ALLEN,8/2/1980 18:00, TS,12.3,-49.1,60,990,atcf,68.918,70.391,main
1980214N11330,1980,4, NA, MM,ALLEN,8/3/1980 0:00, TS,12.4,-51.4,65,985,atcf,73.077,77.05,main
1980214N11330,1980,4, NA, MM,ALLEN,8/3/1980 6:00, TS,12.6,-53.6,70,980,atcf,78.144,81.225,main
1980214N11330,1980,4, NA, MM,ALLEN,8/3/1980 12:00, TS,12.8,-55.6,80,975,atcf,84.517,85.263,main
1980214N11330,1980,4, NA, MM,ALLEN,8/3/1980 18:00, TS,12.9,-57.5,95,965,atcf,91.324,90.699,main
1980214N11330,1980,4, NA, MM,ALLEN,8/4/1980 0:00, TS,13.3,-59.1,110,950,atcf,95.324,95.566,main
1980214N11330,1980,4, NA, MM,ALLEN,8/4/1980 6:00, TS,13.6,-61,115,948,atcf,96.376,96.135,main
1980214N11330,1980,4, NA, MM,ALLEN,8/4/1980 12:00, TS,14,-63,125,945,atcf,98.402,97.082,main
1980214N11330,1980,4, NA, MM,ALLEN,8/4/1980 18:00, TS,14.4,-64.9,130,930,atcf,99.005,99.032,main
1980214N11330,1980,4, NA, MM,ALLEN,8/5/1980 0:00, TS,14.8,-66.7,140,911,atcf,99.532,99.769,main
1980214N11330,1980,4, NA, MM,ALLEN,8/5/1980 6:00, TS,15.4,-68.6,145,916,atcf,99.779,99.687,main
1980214N11330,1980,4, NA, MM,ALLEN,8/5/1980 12:00, TS,15.9,-70.5,155,932,atcf,99.937,98.933,main
1980214N11330,1980,4, NA, MM,ALLEN,8/5/1980 18:00, TS,16.5,-72.3,150,940,atcf,99.871,97.935,main
1980214N11330,1980,4, NA, MM,ALLEN,8/6/1980 0:00, TS,17.8,-73.8,140,945,atcf,99.532,97.082,main
1980214N11330,1980,4, NA, MM,ALLEN,8/6/1980 6:00, TS,18.3,-75.9,115,955,atcf,96.376,94.292,main
1980214N11330,1980,4, NA, MM,ALLEN,8/6/1980 12:00, TS,19.2,-78,115,955,atcf,96.376,94.292,main
1980214N11330,1980,4, NA, MM,ALLEN,8/6/1980 18:00, TS,20,-80.1,125,955,atcf,98.402,94.292,main
1980214N11330,1980,4, NA, MM,ALLEN,8/7/1980 0:00, TS,20.1,-81.9,135,945,atcf,99.325,97.082,main
1980214N11330,1980,4, NA, MM,ALLEN,8/7/1980 6:00, TS,20.4,-83.6,145,935,atcf,99.779,98.508,main
1980214N11330,1980,4, NA, MM,ALLEN,8/7/1980 12:00, TS,21,-84.8,155,910,atcf,99.937,99.773,main
1980214N11330,1980,4, NA, MM,ALLEN,8/7/1980 18:00, TS,21.8,-86.4,165,899,atcf,99.997,99.955,main
1980214N11330,1980,4, NA, MM,ALLEN,8/8/1980 0:00, TS,22.2,-87.9,155,920,atcf,99.937,99.563,main
1980214N11330,1980,4, NA, MM,ALLEN,8/8/1980 6:00, TS,22.8,-89.2,130,945,atcf,99.005,97.082,main
1980214N11330,1980,4, NA, MM,ALLEN,8/8/1980 12:00, TS,23.4,-90.5,115,960,atcf,96.376,92.492,main
1980214N11330,1980,4, NA, MM,ALLEN,8/8/1980 18:00, TS,23.9,-91.8,130,940,atcf,99.005,97.935,main
1980214N11330,1980,4, NA, MM,ALLEN,8/9/1980 0:00, TS,24.5,-93,145,912,atcf,99.779,99.761,main
1980214N11330,1980,4, NA, MM,ALLEN,8/9/1980 6:00, TS,25,-94.2,155,909,atcf,99.937,99.868,main
1980214N11330,1980,4, NA, MM,ALLEN,8/9/1980 12:00, TS,25.2,-95.4,140,916,atcf,99.532,99.687,main
1980214N11330,1980,4, NA, MM,ALLEN,8/9/1980 18:00, TS,25.4,-96.1,125,925,atcf,98.402,99.349,main
1980214N11330,1980,4, NA, MM,ALLEN,8/10/1980 0:00, TS,25.8,-96.8,110,935,atcf,95.324,98.508,main
1980214N11330,1980,4, NA, MM,ALLEN,8/10/1980 6:00, TS,26.1,-97.2,100,945,atcf,92.583,97.082,main
1980214N11330,1980,4, NA, MM,ALLEN,8/10/1980 12:00, TS,26.7,-98.1,85,960,atcf,86.817,92.492,main
1980214N11330,1980,4, NA, MM,ALLEN,8/10/1980 18:00, TS,27.3,-99,70,970,atcf,78.144,88.012,main
1980214N11330,1980,4, NA, MM,ALLEN,8/11/1980 0:00, TS,27.7,-99.8,60,990,atcf,68.918,70.391,main
1980214N11330,1980,4, NA, MM,ALLEN,8/11/1980 6:00, TS,28,-100.9,45,1000,atcf,49.669,49.967,main
1980214N11330,1980,4, NA, MM,ALLEN,8/11/1980 12:00, TS,28.5,-101.9,30,1005,atcf,17.062,31.62,main
1980214N11330,1980,4, NA, MM,ALLEN,8/11/1980 18:00, TS,28.9,-102.9,30,1008,atcf,17.062,16.249,main
1980226N15339,1980,5, NA, MM,UNNAMED,8/13/1980 0:00, TS,15,-21,20,0,atcf,0.857,-100,main
1980226N15339,1980,5, NA, MM,UNNAMED,8/13/1980 6:00, TS,15.2,-22.5,25,0,atcf,4.702,-100,main
1980226N15339,1980,5, NA, MM,UNNAMED,8/13/1980 12:00, TS,15.8,-24.2,25,0,atcf,4.702,-100,main
1980226N15339,1980,5, NA, MM,UNNAMED,8/13/1980 18:00, TS,16.7,-25.9,30,0,atcf,17.062,-100,main
1980226N15339,1980,5, NA, MM,UNNAMED,8/14/1980 0:00, TS,17.8,-27.1,30,0,atcf,17.062,-100,main
1980226N15339,1980,5, NA, MM,UNNAMED,8/14/1980 6:00, TS,18.8,-28.7,30,0,atcf,17.062,-100,main
1980226N15339,1980,5, NA, MM,UNNAMED,8/14/1980 12:00, TS,20,-30,30,0,atcf,17.062,-100,main
1980226N15339,1980,5, NA, MM,UNNAMED,8/14/1980 18:00, TS,21,-31.7,30,0,atcf,17.062,-100,main
1980226N15339,1980,5, NA, MM,UNNAMED,8/15/1980 0:00, TS,22,-33,30,0,atcf,17.062,-100,main
1980226N15339,1980,5, NA, MM,UNNAMED,8/15/1980 6:00, TS,23.2,-34.3,30,0,atcf,17.062,-100,main
1980226N15339,1980,5, NA, MM,UNNAMED,8/15/1980 12:00, TS,24.8,-35.9,30,0,atcf,17.062,-100,main
1980226N15339,1980,5, NA, MM,UNNAMED,8/15/1980 18:00, TS,27.3,-37.2,30,0,atcf,17.062,-100,main
1980226N15339,1980,5, NA, MM,UNNAMED,8/16/1980 0:00, TS,30,-36.6,30,0,atcf,17.062,-100,main
1980226N15339,1980,5, NA, MM,UNNAMED,8/16/1980 6:00, TS,32.1,-34.4,25,0,atcf,4.702,-100,main
1980226N15339,1980,5, NA, MM,UNNAMED,8/16/1980 12:00, TS,33.8,-31.9,25,0,atcf,4.702,-100,main
1980226N15339,1980,5, NA, MM,UNNAMED,8/16/1980 18:00, TS,35.2,-29,25,0,atcf,4.702,-100,main
1980226N15339,1980,5, NA, MM,UNNAMED,8/17/1980 0:00, TS,36.7,-26.2,20,0,atcf,0.857,-100,main
1980227N13325,1980,6, NA, MM,BONNIE,8/14/1980 0:00, TS,12.7,-35.5,25,1010,atcf,4.702,5.605,main
1980227N13325,1980,6, NA, MM,BONNIE,8/14/1980 6:00, TS,13.5,-36.6,30,1008,atcf,17.062,16.249,main
1980227N13325,1980,6, NA, MM,BONNIE,8/14/1980 12:00, TS,14.7,-37.3,35,1005,atcf,32.179,31.62,main
1980227N13325,1980,6, NA, MM,BONNIE,8/14/1980 18:00, TS,15.7,-37.5,45,1000,atcf,49.669,49.967,main
1980227N13325,1980,6, NA, MM,BONNIE,8/15/1980 0:00, TS,16.7,-37.8,45,1000,atcf,49.669,49.967,main
1980227N13325,1980,6, NA, MM,BONNIE,8/15/1980 6:00, TS,17.7,-37.9,45,1000,atcf,49.669,49.967,main
1980227N13325,1980,6, NA, MM,BONNIE,8/15/1980 12:00, TS,18.8,-38.1,45,1000,atcf,49.669,49.967,main
1980227N13325,1980,6, NA, MM,BONNIE,8/15/1980 18:00, TS,20.4,-38.5,55,995,atcf,63.594,62.326,main
1980227N13325,1980,6, NA, MM,BONNIE,8/16/1980 0:00, TS,22,-38.7,75,985,atcf,81.284,77.05,main
1980227N13325,1980,6, NA, MM,BONNIE,8/16/1980 6:00, TS,23.7,-38.9,85,975,atcf,86.817,85.263,main
1980227N13325,1980,6, NA, MM,BONNIE,8/16/1980 12:00, TS,24.8,-39.1,85,975,atcf,86.817,85.263,main
1980227N13325,1980,6, NA, MM,BONNIE,8/16/1980 18:00, TS,25.8,-39.4,85,975,atcf,86.817,85.263,main
1980227N13325,1980,6, NA, MM,BONNIE,8/17/1980 0:00, TS,27,-39.7,75,985,atcf,81.284,77.05,main
1980227N13325,1980,6, NA, MM,BONNIE,8/17/1980 6:00, TS,28,-40,65,990,atcf,73.077,70.391,main
1980227N13325,1980,6, NA, MM,BONNIE,8/17/1980 12:00, TS,29,-40.3,65,990,atcf,73.077,70.391,main
1980227N13325,1980,6, NA, MM,BONNIE,8/17/1980 18:00, TS,30,-40.5,65,990,atcf,73.077,70.391,main
1980227N13325,1980,6, NA, MM,BONNIE,8/18/1980 0:00, TS,31.1,-40.5,65,990,atcf,73.077,70.391,main
1980227N13325,1980,6, NA, MM,BONNIE,8/18/1980 6:00, TS,32.4,-40.5,65,990,atcf,73.077,70.391,main
1980227N13325,1980,6, NA, MM,BONNIE,8/18/1980 12:00, TS,34,-40.5,65,990,atcf,73.077,70.391,main
1980227N13325,1980,6, NA, MM,BONNIE,8/18/1980 18:00, TS,35.9,-40.5,65,990,atcf,73.077,70.391,main
1980227N13325,1980,6, NA, MM,BONNIE,8/19/1980 0:00, TS,38.2,-40.2,65,990,atcf,73.077,70.391,main
1980227N13325,1980,6, NA, MM,BONNIE,8/19/1980 6:00, TS,41.9,-39.8,65,990,atcf,73.077,70.391,main
1980227N13325,1980,6, NA, MM,BONNIE,8/19/1980 12:00, TS,46.5,-38.4,65,995,atcf,73.077,62.326,main
1980227N13325,1980,6, NA, MM,BONNIE,8/19/1980 18:00, ET,51,-36,45,1000,atcf,49.669,49.967,main
1980234N36287,1980,7, NA, MM,CHARLEY,8/20/1980 12:00, SS,36,-73,25,1010,atcf,4.702,5.605,main
1980234N36287,1980,7, NA, MM,CHARLEY,8/20/1980 18:00, SS,35,-72,25,1008,atcf,4.702,16.249,main
1980234N36287,1980,7, NA, MM,CHARLEY,8/21/1980 0:00, SS,34,-71,30,1006,atcf,17.062,26.65,main
1980234N36287,1980,7, NA, MM,CHARLEY,8/21/1980 6:00, SS,33.4,-69.5,30,1005,atcf,17.062,31.62,main
1980234N36287,1980,7, NA, MM,CHARLEY,8/21/1980 12:00, SS,34,-68,35,1003,atcf,32.179,41.251,main
1980234N36287,1980,7, NA, MM,CHARLEY,8/21/1980 18:00, SS,34.8,-66.8,40,1002,atcf,42.219,44.581,main
1980234N36287,1980,7, NA, MM,CHARLEY,8/22/1980 0:00, SS,35.8,-65.7,45,1000,atcf,49.669,49.967,main
1980234N36287,1980,7, NA, MM,CHARLEY,8/22/1980 6:00, SS,37,-64.8,50,998,atcf,57.844,56.725,main
1980234N36287,1980,7, NA, MM,CHARLEY,8/22/1980 12:00, SS,38.3,-64.7,55,996,atcf,63.594,61.036,main
1980234N36287,1980,7, NA, MM,CHARLEY,8/22/1980 18:00, SS,39.1,-64.9,60,994,atcf,68.918,64.461,main
1980234N36287,1980,7, NA, MM,CHARLEY,8/23/1980 0:00, TS,39.6,-65.9,65,992,atcf,73.077,68.235,main
1980234N36287,1980,7, NA, MM,CHARLEY,8/23/1980 6:00, TS,38.9,-66.7,70,990,atcf,78.144,70.391,main
1980234N36287,1980,7, NA, MM,CHARLEY,8/23/1980 12:00, TS,38.2,-66,70,989,atcf,78.144,72.381,main
1980234N36287,1980,7, NA, MM,CHARLEY,8/23/1980 18:00, TS,38,-64.7,70,990,atcf,78.144,70.391,main
1980234N36287,1980,7, NA, MM,CHARLEY,8/24/1980 0:00, TS,38,-63.1,65,991,atcf,73.077,69.538,main
1980234N36287,1980,7, NA, MM,CHARLEY,8/24/1980 6:00, TS,37.9,-61.7,60,994,atcf,68.918,64.461,main
1980234N36287,1980,7, NA, MM,CHARLEY,8/24/1980 12:00, TS,37.9,-60.2,55,998,atcf,63.594,56.725,main
1980234N36287,1980,7, NA, MM,CHARLEY,8/24/1980 18:00, TS,37.9,-58.2,45,1000,atcf,49.669,49.967,main
1980234N36287,1980,7, NA, MM,CHARLEY,8/25/1980 0:00, TS,38,-55,35,1001,atcf,32.179,47.972,main
1980234N36287,1980,7, NA, MM,CHARLEY,8/25/1980 6:00, TS,38.1,-51.3,35,1002,atcf,32.179,44.581,main
1980234N36287,1980,7, NA, MM,CHARLEY,8/25/1980 12:00, TS,38.2,-47,35,1004,atcf,32.179,37.625,main
1980234N36287,1980,7, NA, MM,CHARLEY,8/25/1980 18:00, TS,38.5,-42.2,35,1005,atcf,32.179,31.62,main
1980238N16328,1980,8, NA, MM,UNNAMED,8/25/1980 0:00, TS,15.9,-31.6,20,0,atcf,0.857,-100,main
1980238N16328,1980,8, NA, MM,UNNAMED,8/25/1980 6:00, TS,15.8,-34,25,0,atcf,4.702,-100,main
1980238N16328,1980,8, NA, MM,UNNAMED,8/25/1980 12:00, TS,15.7,-35.3,25,0,atcf,4.702,-100,main
1980238N16328,1980,8, NA, MM,UNNAMED,8/25/1980 18:00, TS,15.6,-36.9,25,0,atcf,4.702,-100,main
1980238N16328,1980,8, NA, MM,UNNAMED,8/26/1980 0:00, TS,15.5,-38.3,25,0,atcf,4.702,-100,main
1980238N16328,1980,8, NA, MM,UNNAMED,8/26/1980 6:00, TS,15.4,-39.8,25,0,atcf,4.702,-100,main
1980238N16328,1980,8, NA, MM,UNNAMED,8/26/1980 12:00, TS,15.4,-41,25,0,atcf,4.702,-100,main
1980238N16328,1980,8, NA, MM,UNNAMED,8/26/1980 18:00, TS,15.3,-43,30,0,atcf,17.062,-100,main
1980238N16328,1980,8, NA, MM,UNNAMED,8/27/1980 0:00, TS,15.4,-44.9,30,0,atcf,17.062,-100,main
1980238N16328,1980,8, NA, MM,UNNAMED,8/27/1980 6:00, TS,15.8,-46.8,30,0,atcf,17.062,-100,main
1980238N16328,1980,8, NA, MM,UNNAMED,8/27/1980 12:00, TS,16,-48.8,30,0,atcf,17.062,-100,main
1980238N16328,1980,8, NA, MM,UNNAMED,8/27/1980 18:00, TS,16.7,-50.8,30,0,atcf,17.062,-100,main
1980238N16328,1980,8, NA, MM,UNNAMED,8/28/1980 0:00, TS,17.8,-52.7,30,0,atcf,17.062,-100,main
1980238N16328,1980,8, NA, MM,UNNAMED,8/28/1980 6:00, TS,19,-54.3,30,0,atcf,17.062,-100,main
1980238N16328,1980,8, NA, MM,UNNAMED,8/28/1980 12:00, TS,20.5,-56,25,0,atcf,4.702,-100,main
1980238N16328,1980,8, NA, MM,UNNAMED,8/28/1980 18:00, TS,22,-58,25,0,atcf,4.702,-100,main
1980238N16328,1980,8, NA, MM,UNNAMED,8/29/1980 0:00, TS,22.5,-60,20,0,atcf,0.857,-100,main
1980245N16322,1980,9, NA, MM,GEORGES,9/1/1980 0:00, TS,15.6,-38,30,1010,atcf,17.062,5.605,main
1980245N16322,1980,9, NA, MM,GEORGES,9/1/1980 6:00, TS,15.9,-39.4,30,1010,atcf,17.062,5.605,main
1980245N16322,1980,9, NA, MM,GEORGES,9/1/1980 12:00, TS,16.3,-40.8,30,1010,atcf,17.062,5.605,main
1980245N16322,1980,9, NA, MM,GEORGES,9/1/1980 18:00, TS,16.8,-42.1,30,1010,atcf,17.062,5.605,main
1980245N16322,1980,9, NA, MM,GEORGES,9/2/1980 0:00, TS,17.3,-43.7,30,1010,atcf,17.062,5.605,main
1980245N16322,1980,9, NA, MM,GEORGES,9/2/1980 6:00, TS,17.5,-45.7,30,1010,atcf,17.062,5.605,main
1980245N16322,1980,9, NA, MM,GEORGES,9/2/1980 12:00, TS,17.7,-48.1,30,1010,atcf,17.062,5.605,main
1980245N16322,1980,9, NA, MM,GEORGES,9/2/1980 18:00, TS,17.8,-50.3,30,1010,atcf,17.062,5.605,main
1980245N16322,1980,9, NA, MM,GEORGES,9/3/1980 0:00, TS,17.9,-52.4,30,1010,atcf,17.062,5.605,main
1980245N16322,1980,9, NA, MM,GEORGES,9/3/1980 6:00, TS,18,-54.5,30,1010,atcf,17.062,5.605,main
1980245N16322,1980,9, NA, MM,GEORGES,9/3/1980 12:00, TS,18.6,-56.9,30,1010,atcf,17.062,5.605,main
1980245N16322,1980,9, NA, MM,GEORGES,9/3/1980 18:00, TS,19.7,-59,25,1011,atcf,4.702,3.783,main
1980245N16322,1980,9, NA, MM,GEORGES,9/4/1980 0:00, TS,21,-61,20,1012,atcf,0.857,2.126,main
1980245N16322,1980,9, NA, MM,GEORGES,9/4/1980 6:00, NR,22.1,-62.3,20,1012,atcf,0.857,2.126,main
1980245N16322,1980,9, NA, MM,GEORGES,9/4/1980 12:00, NR,23.4,-63.6,20,1013,atcf,0.857,1.368,main
1980245N16322,1980,9, NA, MM,GEORGES,9/4/1980 18:00, NR,24.8,-64.8,20,1013,atcf,0.857,1.368,main
1980245N16322,1980,9, NA, MM,GEORGES,9/5/1980 0:00, NR,26.1,-65.8,20,1014,atcf,0.857,0.795,main
1980245N16322,1980,9, NA, MM,GEORGES,9/5/1980 6:00, NR,27.5,-67,20,1014,atcf,0.857,0.795,main
1980245N16322,1980,9, NA, MM,GEORGES,9/5/1980 12:00, SS,28.5,-68.6,25,1014,atcf,4.702,0.795,main
1980245N16322,1980,9, NA, MM,GEORGES,9/5/1980 18:00, SS,29,-69.4,30,1013,atcf,17.062,1.368,main
1980245N16322,1980,9, NA, MM,GEORGES,9/6/1980 0:00, SS,29.7,-70,30,1013,atcf,17.062,1.368,main
1980245N16322,1980,9, NA, MM,GEORGES,9/6/1980 6:00, SS,30.6,-70,30,1010,atcf,17.062,5.605,main
1980245N16322,1980,9, NA, MM,GEORGES,9/6/1980 12:00, SS,31.7,-69.6,30,1008,atcf,17.062,16.249,main
1980245N16322,1980,9, NA, MM,GEORGES,9/6/1980 18:00, SS,32.9,-69.1,30,1007,atcf,17.062,21.627,main
1980245N16322,1980,9, NA, MM,GEORGES,9/7/1980 0:00, TS,34.4,-67.9,40,1004,atcf,42.219,37.625,main
1980245N16322,1980,9, NA, MM,GEORGES,9/7/1980 6:00, TS,35.9,-65.9,45,1002,atcf,49.669,44.581,main
1980245N16322,1980,9, NA, MM,GEORGES,9/7/1980 12:00, TS,37.3,-63.7,50,1000,atcf,57.844,49.967,main
1980245N16322,1980,9, NA, MM,GEORGES,9/7/1980 18:00, TS,38.6,-61.5,55,997,atcf,63.594,58.621,main
1980245N16322,1980,9, NA, MM,GEORGES,9/8/1980 0:00, TS,40.2,-59,70,993,atcf,78.144,67.193,main
1980245N16322,1980,9, NA, MM,GEORGES,9/8/1980 6:00, TS,42.9,-55.1,70,993,atcf,78.144,67.193,main
1980245N16322,1980,9, NA, MM,GEORGES,9/8/1980 12:00, TS,45.6,-51.1,70,993,atcf,78.144,67.193,main
1980245N16322,1980,9, NA, MM,GEORGES,9/8/1980 18:00, TS,48,-46.9,65,993,atcf,73.077,67.193,main
1980249N18336,1980,10, NA, MM,EARL,9/4/1980 12:00, TS,17.7,-24,25,1008,atcf,4.702,16.249,main
1980249N18336,1980,10, NA, MM,EARL,9/4/1980 18:00, TS,17.4,-25.3,30,1006,atcf,17.062,26.65,main
1980249N18336,1980,10, NA, MM,EARL,9/5/1980 0:00, TS,17.8,-26.7,35,1003,atcf,32.179,41.251,main
1980249N18336,1980,10, NA, MM,EARL,9/5/1980 6:00, TS,18.2,-28,40,1000,atcf,42.219,49.967,main
1980249N18336,1980,10, NA, MM,EARL,9/5/1980 12:00, TS,18.8,-29.5,40,999,atcf,42.219,55.048,main
