Serial_Num (N/A),Season (Year),Num (#),Basin (BB),Sub_basin (BB),Name (N/A),ISO_time (YYYY-MM-DD HH:MM:SS),Nature (N/A),Latitude (deg_north),Longitude (deg_east),Wind(WMO) (kt),Pres(WMO) (mb),Center (N/A),Wind(WMO) Percentile (%),Pres(WMO) Percentile (%),Track_type (N/A)
2002264N28308,2002,12, NA, MM,KYLE,9/29/2002 0:00, TS,27.1,-63.7,45,1000,atcf,49.669,49.967,main
2002264N28308,2002,12, NA, MM,KYLE,9/29/2002 6:00, TS,27.2,-64.4,40,1002,atcf,42.219,44.581,main
2002264N28308,2002,12, NA, MM,KYLE,9/29/2002 12:00, TS,27.7,-64.7,40,1002,atcf,42.219,44.581,main
2002264N28308,2002,12, NA, MM,KYLE,9/29/2002 18:00, TS,28.1,-64.7,40,1002,atcf,42.219,44.581,main
2002264N28308,2002,12, NA, MM,KYLE,9/30/2002 0:00, TS,28.7,-64.6,40,1002,atcf,42.219,44.581,main
2002264N28308,2002,12, NA, MM,KYLE,9/30/2002 6:00, TS,29.1,-64.7,35,1003,atcf,32.179,41.251,main
2002264N28308,2002,12, NA, MM,KYLE,9/30/2002 12:00, TS,29,-65.5,35,1004,atcf,32.179,37.625,main
2002264N28308,2002,12, NA, MM,KYLE,9/30/2002 18:00, TS,27.8,-66.7,30,1005,atcf,17.062,31.62,main
2002264N28308,2002,12, NA, MM,KYLE,10/1/2002 0:00, TS,28.2,-66.8,30,1005,atcf,17.062,31.62,main
2002264N28308,2002,12, NA, MM,KYLE,10/1/2002 6:00, TS,28.5,-66.8,30,1008,atcf,17.062,16.249,main
2002264N28308,2002,12, NA, MM,KYLE,10/1/2002 12:00, TS,28.5,-67.2,35,1005,atcf,32.179,31.62,main
2002264N28308,2002,12, NA, MM,KYLE,10/1/2002 18:00, TS,28.5,-67.5,40,1002,atcf,42.219,44.581,main
2002264N28308,2002,12, NA, MM,KYLE,10/2/2002 0:00, TS,28.4,-67.7,45,1000,atcf,49.669,49.967,main
2002264N28308,2002,12, NA, MM,KYLE,10/2/2002 6:00, TS,28.5,-67.8,45,1000,atcf,49.669,49.967,main
2002264N28308,2002,12, NA, MM,KYLE,10/2/2002 12:00, TS,28.8,-67.6,50,997,atcf,57.844,58.621,main
2002264N28308,2002,12, NA, MM,KYLE,10/2/2002 18:00, TS,29,-66.9,55,994,atcf,63.594,64.461,main
2002264N28308,2002,12, NA, MM,KYLE,10/3/2002 0:00, TS,29.1,-66.7,55,994,atcf,63.594,64.461,main
2002264N28308,2002,12, NA, MM,KYLE,10/3/2002 6:00, TS,29,-66.6,55,994,atcf,63.594,64.461,main
2002264N28308,2002,12, NA, MM,KYLE,10/3/2002 12:00, TS,29,-67.2,50,1000,atcf,57.844,49.967,main
2002264N28308,2002,12, NA, MM,KYLE,10/3/2002 18:00, TS,29.3,-67.7,45,1000,atcf,49.669,49.967,main
2002264N28308,2002,12, NA, MM,KYLE,10/4/2002 0:00, TS,29.4,-68,45,1000,atcf,49.669,49.967,main
2002264N28308,2002,12, NA, MM,KYLE,10/4/2002 6:00, TS,29.6,-68.4,35,1000,atcf,32.179,49.967,main
2002264N28308,2002,12, NA, MM,KYLE,10/4/2002 12:00, TS,30.1,-69.5,35,1004,atcf,32.179,37.625,main
2002264N28308,2002,12, NA, MM,KYLE,10/4/2002 18:00, TS,30.6,-70.2,35,1004,atcf,32.179,37.625,main
2002264N28308,2002,12, NA, MM,KYLE,10/5/2002 0:00, TS,31.1,-70.9,35,1004,atcf,32.179,37.625,main
2002264N28308,2002,12, NA, MM,KYLE,10/5/2002 6:00, TS,31.6,-71.6,30,1006,atcf,17.062,26.65,main
2002264N28308,2002,12, NA, MM,KYLE,10/5/2002 12:00, TS,32.3,-71.3,30,1005,atcf,17.062,31.62,main
2002264N28308,2002,12, NA, MM,KYLE,10/5/2002 18:00, TS,32.9,-70.8,30,1005,atcf,17.062,31.62,main
2002264N28308,2002,12, NA, MM,KYLE,10/6/2002 0:00, TS,33.2,-70.1,30,1006,atcf,17.062,26.65,main
2002264N28308,2002,12, NA, MM,KYLE,10/6/2002 6:00, TS,33.6,-69.7,30,1008,atcf,17.062,16.249,main
2002264N28308,2002,12, NA, MM,KYLE,10/6/2002 12:00, TS,33.3,-69.7,35,1007,atcf,32.179,21.627,main
2002264N28308,2002,12, NA, MM,KYLE,10/6/2002 18:00, TS,32.8,-69.7,35,1006,atcf,32.179,26.65,main
2002264N28308,2002,12, NA, MM,KYLE,10/7/2002 0:00, TS,32.6,-69.7,35,1006,atcf,32.179,26.65,main
2002264N28308,2002,12, NA, MM,KYLE,10/7/2002 6:00, TS,32.6,-70.4,35,1006,atcf,32.179,26.65,main
2002264N28308,2002,12, NA, MM,KYLE,10/7/2002 12:00, TS,32.6,-70.8,35,1006,atcf,32.179,26.65,main
2002264N28308,2002,12, NA, MM,KYLE,10/7/2002 18:00, TS,32.7,-70.9,35,1006,atcf,32.179,26.65,main
2002264N28308,2002,12, NA, MM,KYLE,10/8/2002 0:00, TS,32.6,-71,35,1006,atcf,32.179,26.65,main
2002264N28308,2002,12, NA, MM,KYLE,10/8/2002 6:00, TS,32.1,-71.2,35,1006,atcf,32.179,26.65,main
2002264N28308,2002,12, NA, MM,KYLE,10/8/2002 12:00, TS,31.4,-71.3,35,1006,atcf,32.179,26.65,main
2002264N28308,2002,12, NA, MM,KYLE,10/8/2002 18:00, TS,30.7,-71.9,30,1009,atcf,17.062,9.96,main
2002264N28308,2002,12, NA, MM,KYLE,10/9/2002 0:00, TS,29.8,-72.4,30,1010,atcf,17.062,5.605,main
2002264N28308,2002,12, NA, MM,KYLE,10/9/2002 6:00, TS,29,-73.3,30,1009,atcf,17.062,9.96,main
2002264N28308,2002,12, NA, MM,KYLE,10/9/2002 12:00, TS,28.7,-74,30,1010,atcf,17.062,5.605,main
2002264N28308,2002,12, NA, MM,KYLE,10/9/2002 18:00, TS,28.5,-74.8,25,1011,atcf,4.702,3.783,main
2002264N28308,2002,12, NA, MM,KYLE,10/10/2002 0:00, TS,28.4,-75.8,25,1010,atcf,4.702,5.605,main
2002264N28308,2002,12, NA, MM,KYLE,10/10/2002 6:00, TS,28.3,-77,25,1010,atcf,4.702,5.605,main
2002264N28308,2002,12, NA, MM,KYLE,10/10/2002 12:00, TS,28.4,-78.1,25,1010,atcf,4.702,5.605,main
2002264N28308,2002,12, NA, MM,KYLE,10/10/2002 18:00, TS,28.9,-79.5,30,1010,atcf,17.062,5.605,main
2002264N28308,2002,12, NA, MM,KYLE,10/11/2002 0:00, TS,29.8,-80.2,30,1009,atcf,17.062,9.96,main
2002264N28308,2002,12, NA, MM,KYLE,10/11/2002 6:00, TS,30.7,-80.8,35,1008,atcf,32.179,16.249,main
2002264N28308,2002,12, NA, MM,KYLE,10/11/2002 12:00, TS,31.8,-80.7,35,1008,atcf,32.179,16.249,main
2002264N28308,2002,12, NA, MM,KYLE,10/11/2002 17:00, TS,33,-79.5,35,1011,atcf,32.179,3.783,main
2002264N28308,2002,12, NA, MM,KYLE,10/11/2002 18:00, TS,33.2,-79.3,35,1011,atcf,32.179,3.783,main
2002264N28308,2002,12, NA, MM,KYLE,10/11/2002 22:00, TS,33.9,-78.4,35,1011,atcf,32.179,3.783,main
2002264N28308,2002,12, NA, MM,KYLE,10/12/2002 0:00, TS,34.2,-78,30,1012,atcf,17.062,2.126,main
2002264N28308,2002,12, NA, MM,KYLE,10/12/2002 6:00, TS,35.4,-75.9,40,1009,atcf,42.219,9.96,main
2002264N28308,2002,12, NA, MM,KYLE,10/12/2002 12:00, TS,36.7,-74.1,40,1009,atcf,42.219,9.96,main
2002265N10315,2002,13, NA, MM,LILI,9/21/2002 18:00, TS,10.2,-44.6,25,1009,atcf,4.702,9.96,main
2002265N10315,2002,13, NA, MM,LILI,9/22/2002 0:00, TS,10.3,-46.5,30,1007,atcf,17.062,21.627,main
2002265N10315,2002,13, NA, MM,LILI,9/22/2002 6:00, TS,10.8,-48.5,30,1006,atcf,17.062,26.65,main
2002265N10315,2002,13, NA, MM,LILI,9/22/2002 12:00, TS,11.2,-50.4,30,1006,atcf,17.062,26.65,main
2002265N10315,2002,13, NA, MM,LILI,9/22/2002 18:00, TS,11.8,-52.2,30,1005,atcf,17.062,31.62,main
2002265N10315,2002,13, NA, MM,LILI,9/23/2002 0:00, TS,12.1,-54.6,35,1005,atcf,32.179,31.62,main
2002265N10315,2002,13, NA, MM,LILI,9/23/2002 6:00, TS,12.2,-56.8,40,1005,atcf,42.219,31.62,main
2002265N10315,2002,13, NA, MM,LILI,9/23/2002 12:00, TS,12.4,-58.7,45,1004,atcf,49.669,37.625,main
2002265N10315,2002,13, NA, MM,LILI,9/23/2002 18:00, TS,12.5,-60.4,50,1005,atcf,57.844,31.62,main
2002265N10315,2002,13, NA, MM,LILI,9/24/2002 0:00, TS,12.7,-62.1,50,1006,atcf,57.844,26.65,main
2002265N10315,2002,13, NA, MM,LILI,9/24/2002 6:00, TS,12.8,-63.7,50,1006,atcf,57.844,26.65,main
2002265N10315,2002,13, NA, MM,LILI,9/24/2002 12:00, TS,13,-64.9,60,1004,atcf,68.918,37.625,main
2002265N10315,2002,13, NA, MM,LILI,9/24/2002 18:00, TS,13.2,-66,50,1007,atcf,57.844,21.627,main
2002265N10315,2002,13, NA, MM,LILI,9/25/2002 0:00, TS,13.5,-66.9,35,1008,atcf,32.179,16.249,main
2002265N10315,2002,13, NA, MM,LILI,9/25/2002 6:00, TS,13.7,-67.5,35,1008,atcf,32.179,16.249,main
2002265N10315,2002,13, NA, MM,LILI,9/25/2002 12:00, DS,14,-68.2,40,1008,atcf,42.219,16.249,main
2002265N10315,2002,13, NA, MM,LILI,9/25/2002 18:00, DS,14.2,-68.9,40,1007,atcf,42.219,21.627,main
2002265N10315,2002,13, NA, MM,LILI,9/26/2002 0:00, DS,14.5,-69.8,35,1007,atcf,32.179,21.627,main
2002265N10315,2002,13, NA, MM,LILI,9/26/2002 6:00, DS,14.9,-71,35,1007,atcf,32.179,21.627,main
2002265N10315,2002,13, NA, MM,LILI,9/26/2002 12:00, DS,15.3,-72.2,30,1007,atcf,17.062,21.627,main
2002265N10315,2002,13, NA, MM,LILI,9/26/2002 18:00, DS,15.6,-73,30,1006,atcf,17.062,26.65,main
2002265N10315,2002,13, NA, MM,LILI,9/27/2002 0:00, TS,15.7,-73.5,30,1006,atcf,17.062,26.65,main
2002265N10315,2002,13, NA, MM,LILI,9/27/2002 6:00, TS,15.9,-74,30,1006,atcf,17.062,26.65,main
2002265N10315,2002,13, NA, MM,LILI,9/27/2002 12:00, TS,16.1,-74.6,35,1003,atcf,32.179,41.251,main
2002265N10315,2002,13, NA, MM,LILI,9/27/2002 18:00, TS,16.7,-75,40,1004,atcf,42.219,37.625,main
2002265N10315,2002,13, NA, MM,LILI,9/28/2002 0:00, TS,17.4,-75.1,45,999,atcf,49.669,55.048,main
2002265N10315,2002,13, NA, MM,LILI,9/28/2002 6:00, TS,17.5,-75.6,45,999,atcf,49.669,55.048,main
2002265N10315,2002,13, NA, MM,LILI,9/28/2002 12:00, TS,18.1,-75.4,45,1002,atcf,49.669,44.581,main
2002265N10315,2002,13, NA, MM,LILI,9/28/2002 18:00, TS,18.5,-75.7,45,1003,atcf,49.669,41.251,main
2002265N10315,2002,13, NA, MM,LILI,9/29/2002 0:00, TS,18.8,-76.1,45,1001,atcf,49.669,47.972,main
2002265N10315,2002,13, NA, MM,LILI,9/29/2002 6:00, TS,18.8,-76.8,40,999,atcf,42.219,55.048,main
2002265N10315,2002,13, NA, MM,LILI,9/29/2002 12:00, TS,18.7,-77.2,45,994,atcf,49.669,64.461,main
2002265N10315,2002,13, NA, MM,LILI,9/29/2002 18:00, TS,18.7,-77.6,50,994,atcf,57.844,64.461,main
2002265N10315,2002,13, NA, MM,LILI,9/30/2002 0:00, TS,19,-78.1,55,993,atcf,63.594,67.193,main
2002265N10315,2002,13, NA, MM,LILI,9/30/2002 6:00, TS,19.1,-78.7,60,990,atcf,68.918,70.391,main
2002265N10315,2002,13, NA, MM,LILI,9/30/2002 12:00, TS,19.6,-79.6,65,986,atcf,73.077,76.341,main
2002265N10315,2002,13, NA, MM,LILI,9/30/2002 14:00, TS,19.7,-79.8,65,986,atcf,73.077,76.341,main
2002265N10315,2002,13, NA, MM,LILI,9/30/2002 18:00, TS,20,-80.3,65,984,atcf,73.077,78.2,main
2002265N10315,2002,13, NA, MM,LILI,10/1/2002 0:00, TS,20.5,-81.1,70,978,atcf,78.144,83.504,main
2002265N10315,2002,13, NA, MM,LILI,10/1/2002 6:00, TS,21,-82.2,75,970,atcf,81.284,88.012,main
2002265N10315,2002,13, NA, MM,LILI,10/1/2002 11:00, TS,21.3,-83,90,971,atcf,88.589,87.654,main
2002265N10315,2002,13, NA, MM,LILI,10/1/2002 12:00, TS,21.6,-83.2,90,971,atcf,88.589,87.654,main
2002265N10315,2002,13, NA, MM,LILI,10/1/2002 14:00, TS,22.1,-84,90,971,atcf,88.589,87.654,main
2002265N10315,2002,13, NA, MM,LILI,10/1/2002 18:00, TS,22.4,-84.4,90,971,atcf,88.589,87.654,main
2002265N10315,2002,13, NA, MM,LILI,10/2/2002 0:00, TS,23,-85.7,90,967,atcf,88.589,90.077,main
2002265N10315,2002,13, NA, MM,LILI,10/2/2002 6:00, TS,23.6,-87.2,100,962,atcf,92.583,91.865,main
2002265N10315,2002,13, NA, MM,LILI,10/2/2002 12:00, TS,24.4,-88.3,110,952,atcf,95.324,95.096,main
2002265N10315,2002,13, NA, MM,LILI,10/2/2002 18:00, TS,25.4,-89.5,120,941,atcf,97.707,97.795,main
2002265N10315,2002,13, NA, MM,LILI,10/2/2002 20:13, TS,25.9,-89.9,125,938,atcf,98.402,98.211,main
2002265N10315,2002,13, NA, MM,LILI,10/3/2002 0:00, TS,26.7,-90.3,125,940,atcf,98.402,97.935,main
2002265N10315,2002,13, NA, MM,LILI,10/3/2002 6:00, TS,28.1,-91.4,105,957,atcf,94.418,93.856,main
2002265N10315,2002,13, NA, MM,LILI,10/3/2002 12:00, TS,29.2,-92.1,80,962,atcf,84.517,91.865,main
2002265N10315,2002,13, NA, MM,LILI,10/3/2002 13:00, TS,29.5,-92.2,80,963,atcf,84.517,91.626,main
2002265N10315,2002,13, NA, MM,LILI,10/3/2002 18:00, TS,30.5,-92.4,60,976,atcf,68.918,84.711,main
2002265N10315,2002,13, NA, MM,LILI,10/4/2002 0:00, TS,31.9,-92.1,40,985,atcf,42.219,77.05,main
2002265N10315,2002,13, NA, MM,LILI,10/4/2002 6:00, TS,33.5,-91.4,30,994,atcf,17.062,64.461,main
2002265N10315,2002,13, NA, MM,LILI,10/4/2002 12:00, TS,35.8,-90,25,997,atcf,4.702,58.621,main
2002288N17277,2002,14, NA, MM,NOT NAMED,10/14/2002 12:00, TS,16.9,-82.6,30,1008,atcf,17.062,16.249,main
2002288N17277,2002,14, NA, MM,NOT NAMED,10/14/2002 18:00, TS,17.2,-83.1,30,1005,atcf,17.062,31.62,main
2002288N17277,2002,14, NA, MM,NOT NAMED,10/15/2002 0:00, TS,17.1,-83.2,30,1004,atcf,17.062,37.625,main
2002288N17277,2002,14, NA, MM,NOT NAMED,10/15/2002 6:00, TS,17.5,-83,30,1004,atcf,17.062,37.625,main
2002288N17277,2002,14, NA, MM,NOT NAMED,10/15/2002 12:00, TS,17.9,-82.8,30,1004,atcf,17.062,37.625,main
2002288N17277,2002,14, NA, MM,NOT NAMED,10/15/2002 18:00, TS,18.6,-82.5,30,1002,atcf,17.062,44.581,main
2002288N17277,2002,14, NA, MM,NOT NAMED,10/16/2002 0:00, TS,19.7,-82.2,30,1003,atcf,17.062,41.251,main
2002288N17277,2002,14, NA, MM,NOT NAMED,10/16/2002 6:00, TS,20.5,-81.6,30,1003,atcf,17.062,41.251,main
2002288N17277,2002,14, NA, MM,NOT NAMED,10/16/2002 12:00, TS,21.5,-81,30,1005,atcf,17.062,31.62,main
2002288N17277,2002,14, NA, MM,NOT NAMED,10/16/2002 18:00, TS,22.4,-80.5,25,1006,atcf,4.702,26.65,main
2003108N29294,2003,1, NA, MM,ANA,4/18/2003 0:00, ET,29.1,-66.2,30,1008,atcf,17.062,16.249,main
2003108N29294,2003,1, NA, MM,ANA,4/18/2003 6:00, ET,29.9,-66,30,1008,atcf,17.062,16.249,main
2003108N29294,2003,1, NA, MM,ANA,4/18/2003 12:00, ET,30.8,-65.8,30,1008,atcf,17.062,16.249,main
2003108N29294,2003,1, NA, MM,ANA,4/18/2003 18:00, ET,31.9,-66.3,30,1007,atcf,17.062,21.627,main
2003108N29294,2003,1, NA, MM,ANA,4/19/2003 0:00, ET,33,-66.9,30,1007,atcf,17.062,21.627,main
2003108N29294,2003,1, NA, MM,ANA,4/19/2003 6:00, ET,33.8,-67.6,35,1006,atcf,32.179,26.65,main
2003108N29294,2003,1, NA, MM,ANA,4/19/2003 12:00, ET,34.5,-68.6,35,1006,atcf,32.179,26.65,main
2003108N29294,2003,1, NA, MM,ANA,4/19/2003 18:00, ET,34.3,-69.1,35,1006,atcf,32.179,26.65,main
2003108N29294,2003,1, NA, MM,ANA,4/20/2003 0:00, ET,33.6,-69,40,1005,atcf,42.219,31.62,main
2003108N29294,2003,1, NA, MM,ANA,4/20/2003 6:00, SS,32.7,-68.9,40,1003,atcf,42.219,41.251,main
2003108N29294,2003,1, NA, MM,ANA,4/20/2003 12:00, SS,32,-68.2,45,1000,atcf,49.669,49.967,main
2003108N29294,2003,1, NA, MM,ANA,4/20/2003 18:00, SS,31.7,-67.3,45,998,atcf,49.669,56.725,main
2003108N29294,2003,1, NA, MM,ANA,4/21/2003 0:00, TS,31.4,-66.4,50,995,atcf,57.844,62.326,main
2003108N29294,2003,1, NA, MM,ANA,4/21/2003 6:00, TS,30.6,-65.8,50,995,atcf,57.844,62.326,main
2003108N29294,2003,1, NA, MM,ANA,4/21/2003 12:00, TS,30,-64.8,50,995,atcf,57.844,62.326,main
2003108N29294,2003,1, NA, MM,ANA,4/21/2003 18:00, TS,29.4,-63.1,50,994,atcf,57.844,64.461,main
2003108N29294,2003,1, NA, MM,ANA,4/22/2003 0:00, TS,29.4,-61.5,50,994,atcf,57.844,64.461,main
2003108N29294,2003,1, NA, MM,ANA,4/22/2003 6:00, TS,29.5,-60.1,50,994,atcf,57.844,64.461,main
2003108N29294,2003,1, NA, MM,ANA,4/22/2003 12:00, TS,29.6,-58.5,45,995,atcf,49.669,62.326,main
2003108N29294,2003,1, NA, MM,ANA,4/22/2003 18:00, TS,29.7,-56.6,45,996,atcf,49.669,61.036,main
2003108N29294,2003,1, NA, MM,ANA,4/23/2003 0:00, TS,30,-54.7,40,998,atcf,42.219,56.725,main
2003108N29294,2003,1, NA, MM,ANA,4/23/2003 6:00, TS,30.6,-53,40,1000,atcf,42.219,49.967,main
2003108N29294,2003,1, NA, MM,ANA,4/23/2003 12:00, TS,31.4,-51.5,40,1000,atcf,42.219,49.967,main
2003108N29294,2003,1, NA, MM,ANA,4/23/2003 18:00, TS,31.9,-50.6,35,1001,atcf,32.179,47.972,main
2003108N29294,2003,1, NA, MM,ANA,4/24/2003 0:00, TS,32.1,-49.6,35,1003,atcf,32.179,41.251,main
2003108N29294,2003,1, NA, MM,ANA,4/24/2003 6:00, ET,32,-48.7,35,1004,atcf,32.179,37.625,main
2003108N29294,2003,1, NA, MM,ANA,4/24/2003 12:00, ET,31.8,-47.8,35,1005,atcf,32.179,31.62,main
2003108N29294,2003,1, NA, MM,ANA,4/24/2003 18:00, ET,31.5,-46.6,35,1005,atcf,32.179,31.62,main
2003108N29294,2003,1, NA, MM,ANA,4/25/2003 0:00, ET,31.5,-45.4,35,1005,atcf,32.179,31.62,main
2003108N29294,2003,1, NA, MM,ANA,4/25/2003 6:00, ET,31.6,-44.2,35,1004,atcf,32.179,37.625,main
2003108N29294,2003,1, NA, MM,ANA,4/25/2003 12:00, ET,31.7,-43.1,30,1003,atcf,17.062,41.251,main
2003108N29294,2003,1, NA, MM,ANA,4/25/2003 18:00, ET,31.8,-42.1,30,1004,atcf,17.062,37.625,main
2003108N29294,2003,1, NA, MM,ANA,4/26/2003 0:00, ET,31.9,-40.8,30,1005,atcf,17.062,31.62,main
2003108N29294,2003,1, NA, MM,ANA,4/26/2003 6:00, ET,32.3,-38.4,35,1002,atcf,32.179,44.581,main
2003108N29294,2003,1, NA, MM,ANA,4/26/2003 12:00, ET,32.9,-35.6,35,1002,atcf,32.179,44.581,main
2003108N29294,2003,1, NA, MM,ANA,4/26/2003 18:00, ET,33.6,-32.8,40,1002,atcf,42.219,44.581,main
2003108N29294,2003,1, NA, MM,ANA,4/27/2003 0:00, ET,34.4,-29.2,40,1002,atcf,42.219,44.581,main
2003108N29294,2003,1, NA, MM,ANA,4/27/2003 6:00, ET,35.3,-25.8,40,999,atcf,42.219,55.048,main
2003108N29294,2003,1, NA, MM,ANA,4/27/2003 12:00, ET,36.1,-22.4,40,1000,atcf,42.219,49.967,main
2003162N10319,2003,2, NA, MM,NOT NAMED,6/11/2003 0:00, TS,9.5,-40.8,30,1009,atcf,17.062,9.96,main
2003162N10319,2003,2, NA, MM,NOT NAMED,6/11/2003 6:00, TS,9.6,-42.5,30,1008,atcf,17.062,16.249,main
2003162N10319,2003,2, NA, MM,NOT NAMED,6/11/2003 12:00, TS,9.7,-44.2,30,1008,atcf,17.062,16.249,main
2003162N10319,2003,2, NA, MM,NOT NAMED,6/11/2003 18:00, TS,9.7,-45.9,30,1010,atcf,17.062,5.605,main
2003179N20271,2003,3, NA, MM,BILL,6/28/2003 6:00, DS,19.5,-89,20,1009,atcf,0.857,9.96,main
2003179N20271,2003,3, NA, MM,BILL,6/28/2003 12:00, DS,20,-89.3,20,1008,atcf,0.857,16.249,main
2003179N20271,2003,3, NA, MM,BILL,6/28/2003 18:00, DS,20.3,-89.4,20,1008,atcf,0.857,16.249,main
2003179N20271,2003,3, NA, MM,BILL,6/29/2003 0:00, DS,21,-89.8,20,1008,atcf,0.857,16.249,main
2003179N20271,2003,3, NA, MM,BILL,6/29/2003 6:00, TS,22,-90,30,1007,atcf,17.062,21.627,main
2003179N20271,2003,3, NA, MM,BILL,6/29/2003 12:00, TS,23.4,-90.5,35,1007,atcf,32.179,21.627,main
2003179N20271,2003,3, NA, MM,BILL,6/29/2003 18:00, TS,24.6,-91.1,40,1009,atcf,42.219,9.96,main
2003179N20271,2003,3, NA, MM,BILL,6/30/2003 0:00, TS,25.9,-91.3,45,1008,atcf,49.669,16.249,main
2003179N20271,2003,3, NA, MM,BILL,6/30/2003 6:00, TS,27.1,-91.5,45,1007,atcf,49.669,21.627,main
2003179N20271,2003,3, NA, MM,BILL,6/30/2003 12:00, TS,28.2,-91.5,50,1002,atcf,57.844,44.581,main
2003179N20271,2003,3, NA, MM,BILL,6/30/2003 18:00, TS,29.1,-91,50,997,atcf,57.844,58.621,main
2003179N20271,2003,3, NA, MM,BILL,6/30/2003 19:00, TS,29.3,-91,50,997,atcf,57.844,58.621,main
2003179N20271,2003,3, NA, MM,BILL,7/1/2003 0:00, TS,30.4,-90.3,45,998,atcf,49.669,56.725,main
2003179N20271,2003,3, NA, MM,BILL,7/1/2003 6:00, TS,31.6,-89.3,30,1003,atcf,17.062,41.251,main
2003179N20271,2003,3, NA, MM,BILL,7/1/2003 12:00, TS,32.7,-88.4,25,1004,atcf,4.702,37.625,main
2003179N20271,2003,3, NA, MM,BILL,7/1/2003 18:00, TS,33.6,-87,20,1007,atcf,0.857,21.627,main
2003179N20271,2003,3, NA, MM,BILL,7/2/2003 0:00, TS,34.1,-86,20,1007,atcf,0.857,21.627,main
2003179N20271,2003,3, NA, MM,BILL,7/2/2003 6:00, TS,35,-84.5,20,1007,atcf,0.857,21.627,main
2003179N20271,2003,3, NA, MM,BILL,7/2/2003 12:00, TS,35.6,-83.5,20,1009,atcf,0.857,9.96,main
2003179N20271,2003,3, NA, MM,BILL,7/2/2003 18:00, ET,36.5,-82,20,1009,atcf,0.857,9.96,main
2003179N20271,2003,3, NA, MM,BILL,7/3/2003 0:00, ET,37.3,-79.5,20,1009,atcf,0.857,9.96,main
2003188N11307,2003,4, NA, MM,CLAUDETTE,7/7/2003 0:00, DS,11.1,-53.5,25,1010,atcf,4.702,5.605,main
2003188N11307,2003,4, NA, MM,CLAUDETTE,7/7/2003 6:00, DS,11.8,-55.3,30,1010,atcf,17.062,5.605,main
2003188N11307,2003,4, NA, MM,CLAUDETTE,7/7/2003 12:00, DS,12.6,-57.5,30,1010,atcf,17.062,5.605,main
2003188N11307,2003,4, NA, MM,CLAUDETTE,7/7/2003 18:00, DS,13.2,-59.8,35,1010,atcf,32.179,5.605,main
2003188N11307,2003,4, NA, MM,CLAUDETTE,7/8/2003 0:00, DS,13.7,-62,35,1009,atcf,32.179,9.96,main
2003188N11307,2003,4, NA, MM,CLAUDETTE,7/8/2003 6:00, DS,14,-64.8,40,1009,atcf,42.219,9.96,main
2003188N11307,2003,4, NA, MM,CLAUDETTE,7/8/2003 12:00, DS,14.4,-67.6,40,1009,atcf,42.219,9.96,main
2003188N11307,2003,4, NA, MM,CLAUDETTE,7/8/2003 18:00, TS,14.8,-70,45,1006,atcf,49.669,26.65,main
2003188N11307,2003,4, NA, MM,CLAUDETTE,7/9/2003 0:00, TS,15,-72,50,1001,atcf,57.844,47.972,main
2003188N11307,2003,4, NA, MM,CLAUDETTE,7/9/2003 6:00, TS,15.1,-74.4,60,1003,atcf,68.918,41.251,main
2003188N11307,2003,4, NA, MM,CLAUDETTE,7/9/2003 12:00, TS,15.3,-76.5,55,1004,atcf,63.594,37.625,main
2003188N11307,2003,4, NA, MM,CLAUDETTE,7/9/2003 18:00, TS,15.8,-78.6,55,1002,atcf,63.594,44.581,main
2003188N11307,2003,4, NA, MM,CLAUDETTE,7/10/2003 0:00, TS,16.1,-80.3,55,1002,atcf,63.594,44.581,main
2003188N11307,2003,4, NA, MM,CLAUDETTE,7/10/2003 6:00, TS,16.6,-81.7,55,998,atcf,63.594,56.725,main
2003188N11307,2003,4, NA, MM,CLAUDETTE,7/10/2003 12:00, TS,17.5,-82.8,70,988,atcf,78.144,73.185,main
2003188N11307,2003,4, NA, MM,CLAUDETTE,7/10/2003 18:00, TS,18.6,-84.1,55,1003,atcf,63.594,41.251,main
2003188N11307,2003,4, NA, MM,CLAUDETTE,7/11/2003 0:00, TS,19.7,-85.5,50,1010,atcf,57.844,5.605,main
2003188N11307,2003,4, NA, MM,CLAUDETTE,7/11/2003 6:00, TS,20.4,-86.3,50,1009,atcf,57.844,9.96,main
2003188N11307,2003,4, NA, MM,CLAUDETTE,7/11/2003 10:00, TS,20.8,-86.9,50,1009,atcf,57.844,9.96,main
2003188N11307,2003,4, NA, MM,CLAUDETTE,7/11/2003 12:00, TS,21.1,-87.2,50,1009,atcf,57.844,9.96,main
2003188N11307,2003,4, NA, MM,CLAUDETTE,7/11/2003 18:00, TS,21.8,-88.2,45,1009,atcf,49.669,9.96,main
2003188N11307,2003,4, NA, MM,CLAUDETTE,7/12/2003 0:00, TS,22.6,-89.2,45,1008,atcf,49.669,16.249,main
2003188N11307,2003,4, NA, MM,CLAUDETTE,7/12/2003 6:00, TS,23.3,-90.2,45,1007,atcf,49.669,21.627,main
2003188N11307,2003,4, NA, MM,CLAUDETTE,7/12/2003 12:00, TS,23.9,-90.7,45,1006,atcf,49.669,26.65,main
2003188N11307,2003,4, NA, MM,CLAUDETTE,7/12/2003 18:00, TS,24.6,-90.9,45,1008,atcf,49.669,16.249,main
2003188N11307,2003,4, NA, MM,CLAUDETTE,7/13/2003 0:00, TS,24.9,-91.5,45,1003,atcf,49.669,41.251,main
